sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEIM0000125RSG;VEIM0000125;Meteo_idro_ARPAV_125;Meteo_idro_ARPAV;125;RADSOL;Radiazione solare globale;RSG;300000517;San Pietro in Cariano;01/12/1991;;127;SAN PIETRO IN CARIANO (VR);VR;IM;San Pietro in Cariano;1647512.814;5041285.815;45.50931262;10.88807026
VEIM0000125TA2;VEIM0000125;Meteo_idro_ARPAV_125;Meteo_idro_ARPAV;125;TARIA2M;Temperatura aria a 2m;TA2;300000506;San Pietro in Cariano;01/12/1991;;127;SAN PIETRO IN CARIANO (VR);VR;IM;San Pietro in Cariano;1647512.814;5041285.815;45.50931262;10.88807026
VEIM0000125UR2;VEIM0000125;Meteo_idro_ARPAV_125;Meteo_idro_ARPAV;125;UMID2M;Umidità relativa a 2m;UR2;;San Pietro in Cariano;01/12/1991;;127;SAN PIETRO IN CARIANO (VR);VR;IM;San Pietro in Cariano;1647512.814;5041285.815;45.50931262;10.88807026
VEIM0000125VW2;VEIM0000125;Meteo_idro_ARPAV_125;Meteo_idro_ARPAV;125;VVENTO2M;Velocità vento a 2m;VW2;;San Pietro in Cariano;01/12/1991;;127;SAN PIETRO IN CARIANO (VR);VR;IM;San Pietro in Cariano;1647512.814;5041285.815;45.50931262;10.88807026
VEIM0000126WD2;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;DVENTO2M;Direzione vento a 2m;WD2;300009889;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126WD5;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;DVENTO5M;Direzione vento a 5m;WD5;300000519;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126TPR;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;PREC;Precipitazione;TPR;300000535;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126RSG;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;RADSOL;Radiazione solare globale;RSG;300000534;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126TA2;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;TARIA2M;Temperatura aria a 2m;TA2;300000523;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126UR2;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;UMID2M;Umidità relativa a 2m;UR2;;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126VW2;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;VVENTO2M;Velocità vento a 2m;VW2;;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000126VW5;VEIM0000126;Meteo_idro_ARPAV_126;Meteo_idro_ARPAV;126;VVENTO5M;Velocità vento a 5m;VW5;;Illasi;01/11/1991;;144;ILLASI (VR);VR;IM;Illasi;1669805;5036401;45.46030398;11.17156147
VEIM0000127WD2;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;DVENTO2M;Direzione vento a 2m;WD2;300000542;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000127TPR;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;PREC;Precipitazione;TPR;300000559;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000127RSG;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;RADSOL;Radiazione solare globale;RSG;300000558;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000127TA2;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;TARIA2M;Temperatura aria a 2m;TA2;300000546;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000127UR2;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;UMID2M;Umidità relativa a 2m;UR2;;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000127VW2;VEIM0000127;Meteo_idro_ARPAV_127;Meteo_idro_ARPAV;127;VVENTO2M;Velocità vento a 2m;VW2;;Buttapietra;01/12/1991;;39;BUTTAPIETRA (VR);VR;IM;Buttapietra;1657524.664;5023912.798;45.35084342;11.01059728
VEIM0000128WD2;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;DVENTO2M;Direzione vento a 2m;WD2;300000560;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000128TPR;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;PREC;Precipitazione;TPR;300000576;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000128RSG;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;RADSOL;Radiazione solare globale;RSG;300000575;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000128TA2;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;TARIA2M;Temperatura aria a 2m;TA2;300000564;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000128UR2;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;UMID2M;Umidità relativa a 2m;UR2;;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000128VW2;VEIM0000128;Meteo_idro_ARPAV_128;Meteo_idro_ARPAV;128;VVENTO2M;Velocità vento a 2m;VW2;;Grezzana;01/02/1992;;156;GREZZANA (VR);VR;IM;Grezzana;1657309.716;5041573.724;45.50976063;11.0135023
VEIM0000129WD2;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;DVENTO2M;Direzione vento a 2m;WD2;300000580;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129WD5;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;DVENTO5M;Direzione vento a 5m;WD5;300011108;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129TPR;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;PREC;Precipitazione;TPR;300000597;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129RSG;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;RADSOL;Radiazione solare globale;RSG;300000596;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129TA2;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;TARIA2M;Temperatura aria a 2m;TA2;300000585;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129UR2;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;UMID2M;Umidità relativa a 2m;UR2;;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129VW2;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;VVENTO2M;Velocità vento a 2m;VW2;;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000129VW5;VEIM0000129;Meteo_idro_ARPAV_129;Meteo_idro_ARPAV;129;VVENTO5M;Velocità vento a 5m;VW5;;Castelnuovo del Garda;01/12/1991;;120;CASTELNUOVO DEL GARDA (VR);VR;IM;Castelnuovo del Garda;1638553.146;5035030.222;45.45487236;10.77166288
VEIM0000013WD5;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;DVENTO5M;Direzione vento a 5m;WD5;300004582;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013HID;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;LIDRO_1;Livello idrometrico;HID;300001764;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013TPR;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;PREC;Precipitazione;TPR;300001768;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013RSG;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;RADSOL;Radiazione solare globale;RSG;300004587;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013TA2;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;TARIA2M;Temperatura aria a 2m;TA2;300001765;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013UR2;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;UMID2M;Umidità relativa a 2m;UR2;;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000013VW5;VEIM0000013;Meteo_idro_ARPAV_13;Meteo_idro_ARPAV;13;VVENTO5M;Velocità vento a 5m;VW5;;Biois a Cencenighe;01/02/1984;29/09/2010;770;CENCENIGHE AGORDINO (BL);BL;IM;Biois a Cencenighe;1728263;5137495;46.35232258;11.96646459
VEIM0000130WD2;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;DVENTO2M;Direzione vento a 2m;WD2;300000598;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000130TPR;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;PREC;Precipitazione;TPR;300000614;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000130RSG;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;RADSOL;Radiazione solare globale;RSG;300000613;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000130TA2;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;TARIA2M;Temperatura aria a 2m;TA2;300000602;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000130UR2;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;UMID2M;Umidità relativa a 2m;UR2;;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000130VW2;VEIM0000130;Meteo_idro_ARPAV_130;Meteo_idro_ARPAV;130;VVENTO2M;Velocità vento a 2m;VW2;;Montecchia di Crosara;01/01/1992;17/01/2018;51;MONTECCHIA DI CROSARA (VR);VR;IM;Montecchia di Crosara;1678543.785;5037577.486;45.46870625;11.28367553
VEIM0000131WD5;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;DVENTO5M;Direzione vento a 5m;WD5;300003041;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000131TPR;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;PREC;Precipitazione;TPR;300003044;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000131RSG;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;RADSOL;Radiazione solare globale;RSG;300003050;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000131TA2;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;TARIA2M;Temperatura aria a 2m;TA2;300003042;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000131UR2;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;UMID2M;Umidità relativa a 2m;UR2;;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000131VW5;VEIM0000131;Meteo_idro_ARPAV_131;Meteo_idro_ARPAV;131;VVENTO5M;Velocità vento a 5m;VW5;;Vangadizza (Legnago);11/10/2001;;12;LEGNAGO (VR);VR;IM;Vangadizza (Legnago);1679844.451;5003003.162;45.15740933;11.28774164
VEIM0000132WD5;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;DVENTO5M;Direzione vento a 5m;WD5;300003220;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000132TPR;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;PREC;Precipitazione;TPR;300003229;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000132RSG;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;RADSOL;Radiazione solare globale;RSG;300003228;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000132TA2;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;TARIA2M;Temperatura aria a 2m;TA2;300003225;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000132UR2;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;UMID2M;Umidità relativa a 2m;UR2;;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000132VW5;VEIM0000132;Meteo_idro_ARPAV_132;Meteo_idro_ARPAV;132;VVENTO5M;Velocità vento a 5m;VW5;;Pescul;01/12/2001;;1402;SELVA DI CADORE (BL);BL;IM;Pescul;1735786.071;5147226.344;46.4371972;12.06900907
VEIM0000133WD2;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;DVENTO2M;Direzione vento a 2m;WD2;300000615;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000133TPR;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;PREC;Precipitazione;TPR;300000819;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000133RSG;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;RADSOL;Radiazione solare globale;RSG;300000818;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000133TA2;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;TARIA2M;Temperatura aria a 2m;TA2;300000619;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000133UR2;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;UMID2M;Umidità relativa a 2m;UR2;;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000133VW2;VEIM0000133;Meteo_idro_ARPAV_133;Meteo_idro_ARPAV;133;VVENTO2M;Velocità vento a 2m;VW2;;Cerea;01/11/1991;11/10/2001;16;CEREA (VR);VR;IM;Cerea;1675501;5008843;45.21102978;11.23458093
VEIM0000134WD1;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;DVENTO10M;Direzione vento a 10m;WD1;300000823;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134WD2;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;DVENTO2M;Direzione vento a 2m;WD2;300000822;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134TPR;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;PREC;Precipitazione;TPR;300000829;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134PRA;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;PRESS;Pressione atmosferica;PRA;300000828;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134RSG;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;RADSOL;Radiazione solare globale;RSG;300000836;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134TA2;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;TARIA2M;Temperatura aria a 2m;TA2;300000824;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134UR2;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;UMID2M;Umidità relativa a 2m;UR2;;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134VW1;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;VVENTO10M;Velocità vento a 10m;VW1;;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000134VW2;VEIM0000134;Meteo_idro_ARPAV_134;Meteo_idro_ARPAV;134;VVENTO2M;Velocità vento a 2m;VW2;;Malo;01/02/1992;;98;MALO (VI);VI;IM;Malo;1691985.467;5060282.519;45.66931288;11.46439144
VEIM0000135WD5;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;DVENTO5M;Direzione vento a 5m;WD5;300002165;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000135TPR;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;PREC;Precipitazione;TPR;300002168;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000135RSG;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;RADSOL;Radiazione solare globale;RSG;300002169;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000135TA2;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;TARIA2M;Temperatura aria a 2m;TA2;300002166;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000135UR2;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;UMID2M;Umidità relativa a 2m;UR2;;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000135VW5;VEIM0000135;Meteo_idro_ARPAV_135;Meteo_idro_ARPAV;135;VVENTO5M;Velocità vento a 5m;VW5;;Rifugio la Guardia (Recoaro Terme);02/11/1991;;1130;RECOARO TERME (VI);VI;IM;Rifugio la Guardia (Recoaro Terme);1669785.742;5065150.862;45.71889138;11.18131677
VEIM0000136WD5;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;DVENTO5M;Direzione vento a 5m;WD5;300002177;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000136TPR;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;PREC;Precipitazione;TPR;300002180;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000136RSG;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;RADSOL;Radiazione solare globale;RSG;300002181;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000136TA2;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;TARIA2M;Temperatura aria a 2m;TA2;300002178;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000136UR2;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;UMID2M;Umidità relativa a 2m;UR2;;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000136VW5;VEIM0000136;Meteo_idro_ARPAV_136;Meteo_idro_ARPAV;136;VVENTO5M;Velocità vento a 5m;VW5;;Sappada;01/10/1997;;1265;SAPPADA (UD);UD;IM;Sappada;1784183;5164164;46.57067886;12.7081344
VEIM0000137WD2;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;DVENTO2M;Direzione vento a 2m;WD2;300012189;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137WD5;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;DVENTO5M;Direzione vento a 5m;WD5;300003126;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137TPR;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;PREC;Precipitazione;TPR;300003137;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137RSG;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;RADSOL;Radiazione solare globale;RSG;300003136;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137TA2;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;TARIA2M;Temperatura aria a 2m;TA2;300003130;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137UR2;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;UMID2M;Umidità relativa a 2m;UR2;;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137VW2;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;VVENTO2M;Velocità vento a 2m;VW2;;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000137VW5;VEIM0000137;Meteo_idro_ARPAV_137;Meteo_idro_ARPAV;137;VVENTO5M;Velocità vento a 5m;VW5;;Valli del Pasubio;03/12/1991;;602;VALLI DEL PASUBIO (VI);VI;IM;Valli del Pasubio;1672182.737;5069540.963;45.75778254;11.21365428
VEIM0000138WD5;VEIM0000138;Meteo_idro_ARPAV_138;Meteo_idro_ARPAV;138;DVENTO5M;Direzione vento a 5m;WD5;300004647;Buso della Neve;01/11/1991;31/08/1997;1858;ROANA (VI);VI;IM;Buso della Neve;1686800;5088647;45.9257948;11.40885206
VEIM0000138TPR;VEIM0000138;Meteo_idro_ARPAV_138;Meteo_idro_ARPAV;138;PREC;Precipitazione;TPR;300004652;Buso della Neve;01/11/1991;31/08/1997;1858;ROANA (VI);VI;IM;Buso della Neve;1686800;5088647;45.9257948;11.40885206
VEIM0000138RSG;VEIM0000138;Meteo_idro_ARPAV_138;Meteo_idro_ARPAV;138;RADSOL;Radiazione solare globale;RSG;300004654;Buso della Neve;01/11/1991;31/08/1997;1858;ROANA (VI);VI;IM;Buso della Neve;1686800;5088647;45.9257948;11.40885206
